1 NAME|2 ROOM|3 IP|4 OS|5 OS version|6 CATEGORY|7 OWNER|8 AUTHORITY|9 BARCODE|10 DESCRIPTION|11 SPARE1|12 SERIAL NUMBER|13 HOSTID|14 HOST STATUS|15 INVENTORY STATUS|16 FIREWALL|17 TRUSTLEVEL|18 RACKINFO|19 POWER UP|20 SUPPORT TEAM|21 UUID|22 COMMENTS
ua05|CSC224|129.128.29.5|Linux|WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745||BC6TPC1||CLEAN|retired||||5|WPS|6d99a3b6-4aad-436c-8d57-a7578251a7b8|UGrad
ua06|CSC224|129.128.29.6|Linux|WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745||3V7TPC1||CLEAN|retired||||5|WPS|48f49b1c-44c2-46e6-9520-1d91b35bfa91|UGrad
ua07|CSC224|129.128.29.7|Linux|WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745||4X7TPC1||CLEAN|retired||||5|WPS|64c878f2-30a6-4684-983b-34dd301afcb3|UGrad
ua08|CSC250|129.128.29.8|Linux|WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745||7X7TPC1||CLEAN|retired||||5|WPS|b0871eec-de25-496e-b49c-401f5e389ba9|UGrad
ua09|CSC252|129.128.29.9|Linux|WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745||2S7TPC1||CLEAN|retired||||5|WPS|8e358419-b5ce-45c7-b362-33f23698f0ad|UGrad
ua10|CSC252|129.128.29.10|Linux|WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745||HM6TPC1||CLEAN|retired||||5|WPS|a40ea748-7f83-4d64-9355-a3d0258a6f89|UGrad
ua11|CSC252|129.128.29.11|Linux|WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745||BW7TPC1||CLEAN|retired||||5|WPS|5d2abee1-d907-466e-b1fa-bf79e51d9ac3|UGrad
ua12|CSC224|129.128.29.12|Linux|WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745||6S7TPC1||CLEAN|retired||||5|WPS|6092e4e7-09fa-4078-8dcd-f0cfe547d3a0|UGrad
ua13|CSC260|129.128.29.13|Linux|WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745||GW7TPC1||CLEAN|retired||||5|WPS|96f1df8f-e7e3-49a2-a2b7-8f7ce85cdaa4|UGrad
ua14|CSC260|129.128.29.14|Linux|WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745||8W7TPC1||CLEAN|retired||||5|WPS|f17177c7-fb94-4a6a-a54e-3c6cd5ab8305|UGrad
ua15|CSC262|129.128.29.15|Linux|WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745||HB6TPC1||CLEAN|retired||||5|WPS|e511847a-1f7f-4b55-983f-d466db4e9925|UGrad
ua16|CSC326|129.128.29.16|Linux|WPS Ubuntu 16.04|regular|dept|tst|512143|Dell OptiPlex 745||5W7TPC1||CLEAN|retired||||5|WPS|17f8c108-d00e-4c60-ab7b-3b4faebceb14|UGrad
ua17|CSC350|129.128.29.17|Linux|WPS Ubuntu 16.04|regular|dept|tst||Dell OptiPlex 745||9H6TPC1||CLEAN|retired||||5|WPS|9459a830-f4c3-46f6-b8ea-1f0954c2749d|UGrad
ua18|CSC166|129.128.29.18|Linux|Ubuntu 12.04|regular|dept|tst||Dell OptiPlex 745||8G6TPC1||CLEAN|retired||||5||74ec5903-6e54-493a-8917-53e991c5465c|UGrad
ub01|CSC105|129.128.29.161|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726322|Lenovo M920 TWR CTO||MJ090PRW||CLEAN|active||||5|WPS|524e20a5-5136-4fb0-8ca0-67d370c2a83b|Ugrad new 2019-07
ub02|CSC105|129.128.29.162|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726323|Lenovo M920 TWR CTO||MJ090PSD||CLEAN|active||||5|WPS|5e5c9b2d-efbc-4f37-99c6-aea648bfa409|Ugrad new 2019-07
ub03|CSC105|129.128.29.163|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726324|Lenovo M920 TWR CTO||MJ090PSH||CLEAN|active||||5|WPS|f1c2dd18-57ba-4c36-82fd-116a0fe874d0|Ugrad new 2019-07
ub04|CSC105|129.128.29.164|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726325|Lenovo M920 TWR CTO||MJ090PS8||CLEAN|active||||5|WPS|a0c93afb-4813-4611-bb83-40bd41d01978|Ugrad new 2019-07
ub05|CSC105|129.128.29.165|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726326|Lenovo M920 TWR CTO||MJ090PSG||CLEAN|active||||5|WPS|616a1cdc-a08d-4b21-a500-88a543d25465|Ugrad new 2019-07
ub06|CSC105|129.128.29.166|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726327|Lenovo M920 TWR CTO||MJ090PS1||CLEAN|active||||5|WPS|534b4cb4-6231-4272-afe8-80679a268d90|Ugrad new 2019-07
ub07|CSC105|129.128.29.167|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726328|Lenovo M920 TWR CTO||MJ090PS0||CLEAN|active||||5|WPS|a2d9808a-2284-458e-9e9d-8e8f5418f5e6|Ugrad new 2019-07
ub08|CSC105|129.128.29.168|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726329|Lenovo M920 TWR CTO||MJ090PRR||CLEAN|active||||5|WPS|7eace497-76cf-40bb-af33-cc844e87ba03|Ugrad new 2019-07
uc01|CSC121|129.128.41.11|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726330|Lenovo M920 TWR CTO||MJ090PRP||CLEAN|active||||5|WPS|c1033af0-c300-4c1d-87d7-a98ee86398ee|Ugrad new 2019-07
uc02|CSC121|129.128.41.12|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726331|Lenovo M920 TWR CTO||MJ090PSC||CLEAN|active||||5|WPS|d7e0d867-4526-4710-b91b-b3e48e1e0620|Ugrad new 2019-07
uc03|CSC121|129.128.41.13|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726332|Lenovo M920 TWR CTO||MJ090PS7||CLEAN|active||||5|WPS|2c897941-c414-4d8c-8d33-d307297c89ff|Ugrad new 2019-07
uc04|CSC121|129.128.41.14|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726333|Lenovo M920 TWR CTO||MJ090PSJ||CLEAN|active||||5|WPS|c0ca08cf-0a59-4f6f-942f-fd80b316631c|Ugrad new 2019-07
uc05|CSC121|129.128.41.15|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726334|Lenovo M920 TWR CTO||MJ090PRL||CLEAN|active||||5|WPS|2094c0e0-99da-4ee8-98dc-5263051cf96e|Ugrad new 2019-07
uc06|CSC121|129.128.41.16|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726335|Lenovo M920 TWR CTO||MJ090PQ7||CLEAN|active||||5|WPS|9b5086ad-7cbe-4e5b-8ae2-5c4aca0ec6fc|Ugrad new 2019-07
uc07|CSC121|129.128.41.17|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726336|Lenovo M920 TWR CTO||MJ090PQK||CLEAN|active||||5|WPS|1762c64a-451b-4b41-9ed8-0d509f318577|Ugrad new 2019-07
uc08|CSC121|129.128.41.18|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726337|Lenovo M920 TWR CTO||MJ090PQY||CLEAN|active||||5|WPS|18c85ef3-a2c9-4049-87e1-05213c302bb0|Ugrad new 2019-07
uc09|CSC121|129.128.41.19|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726338|Lenovo M920 TWR CTO||MJ090PR3||CLEAN|active||||5|WPS|e3844e14-3ac8-4674-9bca-6215952d35a1|Ugrad new 2019-07
uc10|CSC121|129.128.41.20|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726339|Lenovo M920 TWR CTO||MJ090PQP||CLEAN|active||||5|WPS|051db395-ebd3-4c40-9601-2681911a7225|Ugrad new 2019-07
uc11|CSC121|129.128.41.21|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726340|Lenovo M920 TWR CTO||MJ090PQF||CLEAN|active||||5|WPS|8751fcf2-9a0c-482e-a3f5-cbdc3257a5f1|Ugrad new 2019-07
uc12|CSC121|129.128.41.22|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726341|Lenovo M920 TWR CTO||MJ090PQB||CLEAN|active||||5|WPS|91ca6bd0-7d40-46f5-ac40-8456988b8a18|Ugrad new 2019-07
uc13|CSC121|129.128.41.23|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726342|Lenovo M920 TWR CTO||MJ090PRF||CLEAN|active||||5|WPS|dd745f6a-8404-45a8-a1f3-6bbdfde31cbb|Ugrad new 2019-07
uc14|CSC121|129.128.41.24|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726343|Lenovo M920 TWR CTO||MJ090PTX||CLEAN|active||||5|WPS|0187f6cb-09d4-4f1d-9e83-93d59d099201|Ugrad new 2019-07
uc15|CSC121|129.128.41.25|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726344|Lenovo M920 TWR CTO||MJ090PR6||CLEAN|active||||5|WPS|92458284-3db6-4073-890f-1bd682942556|Ugrad new 2019-07
uc16|CSC121|129.128.41.26|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726345|Lenovo M920 TWR CTO||MJ090PW7||CLEAN|active||||5|WPS|877f2215-0c83-4410-b571-96e39bf4bc24|Ugrad new 2019-07
ud00|CSC125|129.128.29.70|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726300|Lenovo M920 TWR CTO||MJ090PT1||CLEAN|active||||5|WPS|2da5078d-73fe-4248-ae54-a22084e4cc07|Ugrad new 2019-07
ud01|CSC125|129.128.29.71|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726285|Lenovo M920 TWR CTO||MJ090PT7||CLEAN|active||||5|WPS|2ebf9ec5-5470-41db-a521-7b75b02ff301|Ugrad new 2019-07
ud02|CSC125|129.128.29.72|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726294|Lenovo M920 TWR CTO||MJ090PT3||CLEAN|active||||5|WPS|c299839c-c08c-4aaa-847e-7b6deaee02f4|Ugrad new 2019-07
ud03|CSC125|129.128.29.73|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726293|Lenovo M920 TWR CTO||MJ090PTK||CLEAN|active||||5|WPS|7ec76bb6-a626-4c28-9aa0-aba8340cb4eb|Ugrad new 2019-07
ud04|CSC125|129.128.29.74|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726273|Lenovo M920 TWR CTO||MJ090PSZ||CLEAN|active||||5|WPS|4d4b1154-b40c-4eea-87ca-e2e5b6b52119|Ugrad new 2019-07
ud05|CSC125|129.128.29.75|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726287|Lenovo M920 TWR CTO||MJ090PTB||CLEAN|active||||5|WPS|5ad3970c-b82b-4548-97a6-9a51f74ad9da|Ugrad new 2019-07
ud06|CSC125|129.128.29.76|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726265|Lenovo M920 TWR CTO||MJ090PW6||CLEAN|active||||5|WPS|8228c3dc-f15d-46e8-9a0d-231d3e210f06|Ugrad new 2019-07
ud07|CSC125|129.128.29.77|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726269|Lenovo M920 TWR CTO||MJ090PR7||CLEAN|active||||5|WPS|f07ed53b-d70f-4de2-97dc-7b1e47e09c22|Ugrad new 2019-07
ud08|CSC125|129.128.29.78|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726264|Lenovo M920 TWR CTO||MJ090PQZ||CLEAN|active||||5|WPS|b441a23c-362e-4c91-bc2b-b44f5de8babd|Ugrad new 2019-07
ud09|CSC125|129.128.29.79|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726268|Lenovo M920 TWR CTO||MJ090PRB||CLEAN|active||||5|WPS|93708ee0-fbbd-4d65-8613-4e24623a63b7|Ugrad new 2019-07
ud10|CSC125|129.128.29.80|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726291|Lenovo M920 TWR CTO||MJ090PTA||CLEAN|active||||5|WPS|6b5cb307-3098-4bae-a124-e1618766c977|Ugrad new 2019-07
ud11|CSC125|129.128.29.81|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726303|Lenovo M920 TWR CTO||MJ090PRK||CLEAN|active||||5|WPS|f559124d-f620-4bc7-bc68-14c2574a2cc5|Ugrad new 2019-07
ud12|CSC125|129.128.29.82|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726281|Lenovo M920 TWR CTO||MJ090PQX||CLEAN|active||||5|WPS|0071cf09-fb25-40aa-821a-9cd82fc0d8d1|Ugrad new 2019-07
ud13|CSC125|129.128.29.83|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726279|Lenovo M920 TWR CTO||MJ090PW2||CLEAN|active||||5|WPS|b1082576-281a-4f6a-9f2f-4322260cb7e9|Ugrad new 2019-07
ud14|CSC125|129.128.29.84|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726266|Lenovo M920 TWR CTO||MJ090PTJ||CLEAN|active||||5|WPS|f6a9b25e-9101-421e-918a-620bb03334ab|Ugrad new 2019-07
ud15|CSC125|129.128.29.85|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726278|Lenovo M920 TWR CTO||MJ090PW3||CLEAN|active||||5|WPS|280d0fd1-111b-4dda-bf2a-3ee5f54d6548|Ugrad new 2019-07
ud16|CSC125|129.128.29.86|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726270|Lenovo M920 TWR CTO||MJ090PTR||CLEAN|active||||5|WPS|63a5aff1-d56a-4394-a281-26320302a3a3|Ugrad new 2019-07
ud17|CSC125|129.128.29.87|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726271|Lenovo M920 TWR CTO||MJ090PQG||CLEAN|active||||5|WPS|b6de46f5-c549-4acb-a3a1-0ddb60f070e0|Ugrad new 2019-07
ud18|CSC125|129.128.29.88|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726295|Lenovo M920 TWR CTO||MJ090PT9||CLEAN|active||||5|WPS|5d47efea-4b23-458c-9643-a4ff019cd575|Ugrad new 2019-07
ud19|CSC125|129.128.29.89|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726263|Lenovo M920 TWR CTO||MJ090PQC||CLEAN|active||||5|WPS|5632f78e-14b1-44df-9fd0-499bf9483bd5|Ugrad new 2019-07
ud20|CSC125|129.128.29.90|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726292|Lenovo M920 TWR CTO||MJ090PT6||CLEAN|active||||5|WPS|ac7a4cf0-fa2c-41ae-9784-b9f3e5693663|Ugrad new 2019-07
ud21|CSC125|129.128.29.91|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726306|Lenovo M920 TWR CTO||MJ090PVS||CLEAN|active||||5|WPS|0f64c30d-0859-41fb-a69e-fb18e821506d|Ugrad new 2019-07
ud22|CSC125|129.128.29.92|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726304|Lenovo M920 TWR CTO||MJ090PSS||CLEAN|active||||5|WPS|1668b175-f755-4f10-bd70-c4b915e3aeaa|Ugrad new 2019-07
ud23|CSC125|129.128.29.93|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726310|Lenovo M920 TWR CTO||MJ090PVW||CLEAN|active||||5|WPS|dfe41bdc-c40f-4939-afc9-63ec9f16411d|Ugrad new 2019-07
ud24|CSC125|129.128.29.94|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726280|Lenovo M920 TWR CTO||MJ090PR9||CLEAN|active||||5|WPS|43827783-07aa-4b23-976d-5a98997f8552|Ugrad new 2019-07
ud25|CSC125|129.128.29.95|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726277|Lenovo M920 TWR CTO||MJ090PWP||CLEAN|active||||5|WPS|07bb7f37-c2ad-4657-b16d-5f9d3771fcd9|Ugrad new 2019-07
ud26|CSC125|129.128.29.96|Linux|WPS Ubuntu 16.04|regular|dept|WPS||Lenovo M920 TWR CTO||MJ090PRQ||CLEAN|active||||5|WPS|8b9727ff-b72b-4377-9bdb-13b3425db928|Ugrad new 2019-07
ue00|CSC129|129.128.29.100|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726346|Lenovo M920 TWR CTO||MJ090PV0||CLEAN|active||||5|WPS|667190a9-2190-4fe0-8670-f39844de46df|Ugrad new 2019-07
ue01|CSC129|129.128.29.101|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726347|Lenovo M920 TWR CTO||MJ090PVX||CLEAN|active||||5|WPS|16a3281f-6e08-4811-9390-a19e8bafabef|Ugrad new 2019-07
ue02|CSC129|129.128.29.102|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726348|Lenovo M920 TWR CTO||MJ090PR0||CLEAN|active||||5|WPS|c2b7f389-aa5b-4c94-af50-d7369c668391|Ugrad new 2019-07
ue03|CSC129|129.128.29.103|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726349|Lenovo M920 TWR CTO||MJ090PSR||CLEAN|active||||5|WPS|6bafd56d-0c23-4308-9a73-587d5a5387c4|Ugrad new 2019-07
ue04|CSC129|129.128.29.104|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726350|Lenovo M920 TWR CTO||MJ090PQ5||CLEAN|active||||5|WPS|1aac0708-9f5a-4359-a49b-59c5d60d474f|Ugrad new 2019-07
ue05|CSC129|129.128.29.105|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726351|Lenovo M920 TWR CTO||MJ090PRC||CLEAN|active||||5|WPS|817573e6-a6db-4894-aa57-5a5dc4d06f20|Ugrad new 2019-07
ue06|CSC129|129.128.29.106|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726352|Lenovo M920 TWR CTO||MJ090PRA||CLEAN|active||||5|WPS|99cf9632-425d-4aa2-9db9-6539d5ce78f7|Ugrad new 2019-07
ue07|CSC129|129.128.29.107|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726353|Lenovo M920 TWR CTO||MJ090PWG||CLEAN|active||||5|WPS|fd18f327-0101-457d-b581-404a4c96e271|Ugrad new 2019-07
ue08|CSC129|129.128.29.108|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726354|Lenovo M920 TWR CTO||MJ090PV9||CLEAN|active||||5|WPS|61444108-37ab-4986-9401-56fb85cf17c2|Ugrad new 2019-07
ue09|CSC129|129.128.29.109|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726355|Lenovo M920 TWR CTO||MJ090PVT||CLEAN|active||||5|WPS|dde40b63-a376-4e98-9b87-65de57a07c9b|Ugrad new 2019-07
ue10|CSC129|129.128.29.110|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726356|Lenovo M920 TWR CTO||MJ090PR4||CLEAN|active||||5|WPS|dac7c2f1-6650-4978-b840-94fe885eaf9e|Ugrad new 2019-07
ue11|CSC129|129.128.29.111|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726357|Lenovo M920 TWR CTO||MJ090PVQ||CLEAN|active||||5|WPS|ff91d061-16be-4ab7-954e-acf45a0bd1e0|Ugrad new 2019-07
ue12|CSC129|129.128.29.112|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726358|Lenovo M920 TWR CTO||MJ090PVY||CLEAN|active||||5|WPS|1551760c-8b0e-4f7d-af7f-0c242f55a5c7|Ugrad new 2019-07
ue13|CSC129|129.128.29.113|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726359|Lenovo M920 TWR CTO||MJ090PVD||CLEAN|active||||5|WPS|402eed05-cf2c-4060-a2df-b8aaa7740338|Ugrad new 2019-07
ue14|CSC129|129.128.29.114|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726360|Lenovo M920 TWR CTO||MJ090PVV||CLEAN|active||||5|WPS|3e678b49-b647-4a98-ba75-c8c38a46b1f8|Ugrad new 2019-07
ue15|CSC129|129.128.29.115|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726361|Lenovo M920 TWR CTO||MJ090PVR||CLEAN|active||||5|WPS|0bcf7f85-becd-4c70-acc1-e52359f1dde7|Ugrad new 2019-07
ue16|CSC129|129.128.29.116|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726362|Lenovo M920 TWR CTO||MJ090PVG||CLEAN|active||||5|WPS|9f277537-cb76-478f-905d-dfe54ebd5864|Ugrad new 2019-07
ue17|CSC129|129.128.29.117|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726363|Lenovo M920 TWR CTO||MJ090PVF||CLEAN|active||||5|WPS|0951b931-f863-4d07-b6b7-e08fa555a280|Ugrad new 2019-07
ue18|CSC129|129.128.29.118|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726364|Lenovo M920 TWR CTO||MJ090PVJ||CLEAN|active||||5|WPS|975566fd-782a-4666-9401-7f0b36616a6f|Ugrad new 2019-07
ue19|CSC129|129.128.29.119|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726365|Lenovo M920 TWR CTO||MJ090PR1||CLEAN|active||||5|WPS|f20b6817-7d36-4ac7-9ae0-a7c7bc76f753|Ugrad new 2019-07
ue20|CSC129|129.128.29.120|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726366|Lenovo M920 TWR CTO||MJ090PQM||CLEAN|active||||5|WPS|0d42d68a-3737-4992-99c1-721e0f653a48|Ugrad new 2019-07
ue21|CSC129|129.128.29.121|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726367|Lenovo M920 TWR CTO||MJ090PVH||CLEAN|active||||5|WPS|5d7ca66f-6d60-4caf-b234-c79f930ca5e4|Ugrad new 2019-07
ue22|CSC129|129.128.29.122|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726368|Lenovo M920 TWR CTO||MJ090PRE||CLEAN|active||||5|WPS|0644bc12-8730-474f-a1cd-ee2d8804783d|Ugrad new 2019-07
ue23|CSC129|129.128.29.123|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726369|Lenovo M920 TWR CTO||MJ090PR5||CLEAN|active||||5|WPS|63870c54-88bb-44a1-b2c5-e43c0a2a1d15|Ugrad new 2019-07
ue24|CSC129|129.128.29.124|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726370|Lenovo M920 TWR CTO||MJ090PRD||CLEAN|active||||5|WPS|c37db311-cc4d-4c8b-8e4f-ab574fb306b4|Ugrad new 2019-07
ue25|CSC129|129.128.29.125|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726371|Lenovo M920 TWR CTO||MJ090PTF||CLEAN|active||||5|WPS|9e3ceaf0-4916-4556-a529-ca335c6f15f1|Ugrad new 2019-07
ue26|CSC129|129.128.29.126|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726372|Lenovo M920 TWR CTO||MJ090PW9||CLEAN|active||||5|WPS|d29509d2-644d-44ea-9a07-6a2eaa5de008|Ugrad new 2019-07
uf00|CSC153|129.128.29.130|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726321|Lenovo M920 TWR CTO||MJ090PSF||CLEAN|active||||5|WPS|12e17f62-2a21-4523-9f7c-36cd21ad71f5|Ugrad new 2019-07
uf01|CSC153|129.128.29.131|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726286|Lenovo M920 TWR CTO||MJ090PSV||CLEAN|active||||5|WPS|fb0a8bf0-e05b-4992-8185-6aaac619a706|Ugrad new 2019-07
uf02|CSC153|129.128.29.132|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726283|Lenovo M920 TWR CTO||MJ090PWM||CLEAN|active||||5|WPS|dee11876-42fe-4a0e-b57a-84c8685f3f60|Ugrad new 2019-07
uf03|CSC153|129.128.29.133|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726313|Lenovo M920 TWR CTO||MJ090PWW||CLEAN|active||||5|WPS|7a58d319-7e09-4f60-9540-58e44cb1e958|Ugrad new 2019-07
uf04|CSC153|129.128.29.134|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726314|Lenovo M920 TWR CTO||MJ090PWX||CLEAN|active||||5|WPS|90b8704b-d816-406b-9e31-122050b3adc6|Ugrad new 2019-07
uf05|CSC153|129.128.29.135|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726302|Lenovo M920 TWR CTO||MJ090PRG||CLEAN|active||||5|WPS|4f4773e6-4689-48c1-b9ea-66d18abdf747|Ugrad new 2019-07
uf06|CSC153|129.128.29.136|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726284|Lenovo M920 TWR CTO||MJ090PTM||CLEAN|active||||5|WPS|0b1b225e-bef3-41cb-99ab-59eba2c01ea1|Ugrad new 2019-07
uf07|CSC153|129.128.29.137|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726298|Lenovo M920 TWR CTO||MJ090PSX||CLEAN|active||||5|WPS|89b09209-7900-4d67-a22d-4a99c2c2a983|Ugrad new 2019-07
uf08|CSC153|129.128.29.138|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726282|Lenovo M920 TWR CTO||MJ090PWC||CLEAN|active||||5|WPS|622a8dfa-21de-426c-a4ac-c403ad8e2286|Ugrad new 2019-07
uf09|CSC153|129.128.29.139|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726274|Lenovo M920 TWR CTO||MJ090PV3||CLEAN|active||||5|WPS|2f611260-9501-4332-9bc4-39aa67895347|Ugrad new 2019-07
uf10|CSC153|129.128.29.140|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726311|Lenovo M920 TWR CTO||MJ090PT5||CLEAN|active||||5|WPS|92d44256-df01-46dd-8496-94884919bb40|Ugrad new 2019-07
uf11|CSC153|129.128.29.141|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726317|Lenovo M920 TWR CTO||MJ090PRY||CLEAN|active||||5|WPS|3a3e4753-4479-43d0-aebb-702a5f078407|Ugrad new 2019-07
uf12|CSC153|129.128.29.142|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726312|Lenovo M920 TWR CTO||MJ090PVL||CLEAN|active||||5|WPS|05c6a5ba-e07d-4bd2-bec7-1a07945ee2d8|Ugrad new 2019-07
uf13|CSC153|129.128.29.143|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726288|Lenovo M920 TWR CTO||MJ090PS3||CLEAN|active||||5|WPS|4a1bfe2b-5c77-4519-82c3-d2150193f59e|Ugrad new 2019-07
uf14|CSC153|129.128.29.144|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726309|Lenovo M920 TWR CTO||MJ090PRS||CLEAN|active||||5|WPS|a1dd4a06-c24e-4006-a0ea-32cbf261d12c|Ugrad new 2019-07
uf15|CSC153|129.128.29.145|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726308|Lenovo M920 TWR CTO||MJ090PTH||CLEAN|active||||5|WPS|371cc005-e50a-492c-81df-049b5e5d983b|Ugrad new 2019-07
uf16|CSC153|129.128.29.146|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726290|Lenovo M920 TWR CTO||MJ090PQA||CLEAN|active||||5|WPS|4b5b3269-58e3-4635-af1b-a800f27dbf46|Ugrad new 2019-07
uf17|CSC153|129.128.29.147|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726276|Lenovo M920 TWR CTO||MJ090PQ6||CLEAN|active||||5|WPS|d3bb46aa-9f62-4886-aaeb-2db982d62325|Ugrad new 2019-07
uf18|CSC153|129.128.29.148|Linux|WPS Ubuntu 16.04|regular|dept|WPS|726275|Lenovo M920 TWR CTO||MJ090PV6||CLEAN|active||||5|WPS|f0c9c3f2-52ee-4f6f-81be-d34158693e32|Ugrad new 2019-07
